fid,name,dob,height_inches,weight_lbs,association,division,country,reach_inches,strike_offense_per_min,strike_offense_accuracy,strike_defense_per_min,strike_defense_accuracy,takedowns_per_fight,takedowns_accuracy,takedowns_defense,submissions_per_fight,wins,losses,draws,total_fights,win_pct,finish_pct
13453,Jesse Forbes,1984-10-24,74,185,Power MMA Team,Middleweight,United States,75,2.11,24,4.06,53,1.79,75,66,1.2,0,3,0,3,0,0
13539,Tyler Toner,1983-03-31,69,145,Elevation Fight Team,Featherweight,United States,70,2.95,52,2.13,62,0,0,54,0.4,0,1,0,1,0,0
13599,Dustin Neace,1986-09-12,69,145,Damage Incorporated,Featherweight,United States,,2.08,32,2.66,56,0,0,0,1.7,0,1,0,1,0,0
13660,Colin Robinson,1968-11-27,76,243,,Heavyweight,Northern Ireland,,6.19,69,7.91,37,2.58,100,50,5.2,0,2,0,2,0,0
13848,David Kaplan,1979-11-16,66,155,Team Tompkins,Welterweight,United States,,2.88,46,4.32,67,4.88,43,0,0.7,0,2,0,2,0,0
14016,Chad Reiner,1981-06-29,72,170,Premier Combat Center,Welterweight,United States,,0.53,20,1.97,46,0.99,33,25,2,0,2,0,2,0,0
14121,Chris Price,1982-11-09,74,185,Team IBJJA,Light Heavyweight,United States,,1.44,66,2.59,48,0,0,33,2.2,0,2,0,2,0,0
2738,Seth Petruzelli,1979-12-03,72,205,The Jungle MMA,Light Heavyweight,United States,76,2.17,41,2.08,55,0.46,50,47,2.3,0,4,0,4,0,0
15174,Jessica Aguilar,1982-05-08,64,115,American Top Team,Strawweight,United States,63,4.67,37,7.4,55,0,0,0,0,0,1,0,1,0,0
5342,Solomon Hutcherson,1972-08-13,71,185,,Middleweight,United States,,,,,,,,,,0,1,0,1,0,0
15380,Jorge Antonio Cezario de Oliveira,1980-01-22,70,155,Renovacao Fight Team,Lightweight,Brazil,,,,,,,,,,0,2,0,2,0,0
15393,Wendell de Oliveira Marques,1983-06-01,71,170,War Machine,Welterweight,Brazil,,,,,,,,,,0,2,0,2,0,0
15806,Andre Gusmao,1977-05-19,74,205,,Middleweight,Brazil,,2.79,43,3.28,60,0,0,60,0,0,2,0,2,0,0
15833,Joe Vedepo,1982-01-01,72,185,,Middleweight,United States,,,,,,,,,,0,2,0,2,0,0
15855,Chuck O'Neil,1985-09-22,74,170,Mass BJJ,Middleweight,United States,,3.13,37,4.4,72,0,0,0,0,0,1,0,1,0,0
15907,Roger Hollett,1978-10-08,70,205,Titans MMA,Light Heavyweight,Canada,70,1.83,47,6.47,34,1,28,30,0,0,2,0,2,0,0
15932,Chad Griggs,1978-05-15,75,205,Apex MMA,Light Heavyweight,United States,73,2.67,50,2.22,46,1.51,66,41,0,0,2,0,2,0,0
16459,Allen Berube,1974-08-25,68,155,Gracie Tampa,Lightweight,United States,,0.92,80,0.92,33,6.87,100,0,3.4,0,1,0,1,0,0
16556,Dan Lauzon,1988-03-30,70,155,Lauzon MMA,Welterweight,United States,,1.34,25,4.09,61,1.63,33,80,2.7,0,3,0,3,0,0
16696,Danny Abbadi,1983-07-03,71,155,,Middleweight,United States,,3.29,38,4.41,57,0,0,77,0,0,2,0,2,0,0
16858,Rob Yundt,1980-05-05,73,185,,Middleweight,USA,,1.37,41,2.55,31,2.94,100,0,0,0,2,0,2,0,0
17004,Joe Soto,1987-03-22,66,135,Central Valley Combat Academy,Bantamweight,United States,65,3.38,40,5.59,66,0.83,18,44,1.9,0,3,0,3,0,0
17016,Joe Brammer,1983-08-30,68,156,Victory MMA,Lightweight,United States,,,,,,,,,,0,2,0,2,0,0
17355,Byron Bloodworth,1983-08-16,69,135,Iron Clutch Fitness,Bantamweight,United States,69,1.82,28,5.18,50,0,0,0,0,0,2,0,2,0,0
17389,Jesse Taylor,1984-01-02,73,185,The Arena,Middleweight,United States,,,,,,,,,,0,1,0,1,0,0
17393,Shane del Rosario,1983-09-23,75,250,Team Oyama,Heavyweight,United States,79,3.93,60,2.97,54,1.2,40,16,2.4,0,2,0,2,0,0
17577,Joao Zeferino,1986-01-15,71,170,Rangel Farias Team,Lightweight,Brazil,73,0.83,36,2.6,48,0.5,5,50,1,0,2,0,2,0,0
17591,Nissen Osterneck,1981-05-01,74,185,Relson Gracie Jiu-Jitsu,Middleweight,United States,,3.15,58,2.9,41,0.63,12,42,1.3,0,1,0,1,0,0
17717,Tim Gorman,1983-04-29,64,135,Des Moines MMA Academy,Bantamweight,United States,68,2.73,31,5.57,46,1,9,33,0,0,2,0,2,0,0
17786,Carlos Augusto Inocente Filho,1986-05-29,75,205,Blackzilians,Light Heavyweight,Brazil,,,,,,,,,,0,2,0,2,0,0
18106,Julio Paulino,1975-12-04,72,170,,Welterweight,United States,,0.97,27,1.87,48,0,0,37,0.5,0,2,0,2,0,0
18184,Douglas Evans,1980-10-10,69,144,AK Wolfpack,Featherweight,United States,,,,,,,,,,0,2,0,2,0,0
18304,Shane Primm,1984-07-30,76,205,Gracie Tampa,Middleweight,United States,,0.83,26,2.25,62,1.78,20,0,0,0,1,0,1,0,0
18533,Ryan McGillivray,1986-09-27,71,170,Jackson-Wink MMA,Welterweight,Canada,,1.27,20,2.2,52,0,0,44,0,0,1,0,1,0,0
18590,Anthony Lapsley,1980-02-13,69,170,,Welterweight,United States,71,0.53,34,0.58,66,0,0,20,0,0,2,0,2,0,0
18887,Rin Nakai,1986-10-22,61,135,Pancrase Venus,Bantamweight,Japan,60,1.57,33,3.9,60,3,18,75,0.5,0,1,0,1,0,0
19390,Motonobu Tezuka,1987-08-29,67,135,Cobra Kai MMA Dojo,Bantamweight,Japan,66,0.87,23,2.8,51,1.5,11,0,0.5,0,2,0,2,0,0
19726,Paul Bradley,1983-05-17,69,170,Alliance MMA,Welterweight,United States,,,,,,,,,,0,2,0,2,0,0
19761,Ryan Roberts,1978-07-16,66,155,Disorderly Conduct,Featherweight,United States,,0,0,22.5,45,0,0,0,0,0,1,0,1,0,0
69624,William Macario,1991-07-01,71,170,Pejor,Welterweight,Brazil,,,,,,,,,,1,3,0,4,25,0
19854,Roger Gracie,1981-09-26,76,185,Black House,Middleweight,Brazil,79,1.78,35,1.79,61,1.87,53,60,1.9,0,1,0,1,0,0
33084,Darrill Schoonover,1985-06-18,74,257,Red Spider MMA,Heavyweight,United States,,,,,,,,,,0,1,0,1,0,0
21887,Todd Brown,1976-12-13,71,205,Bulldog Fight Team,Middleweight,United States,,2.15,45,3.85,48,0,0,50,0,0,2,0,2,0,0
21962,Anistavio Medeiros de Figueiredo,1988-05-01,67,145,Pitbull Brothers,Featherweight,Brazil,,,,,,,,,,0,1,0,1,0,0
21971,Josh Bryant,1980-04-23,72,185,Absolute Combat Alliance,Middleweight,United States,,1.1,20,6.1,43,0,0,0,0,0,1,0,1,0,0
22105,Josh Clopton,1981-07-11,67,145,Skrap Pack,Featherweight,United States,68,1.6,64,2.87,50,2,66,75,0,0,2,0,2,0,0
22127,T.J. O'Brien,1987-01-01,74,155,Des Moines Jiu-Jitsu,Lightweight,United States,,,,,,,,,,0,2,0,2,0,0
22197,Wagner Campos,1981-07-31,66,145,Fight Only,Featherweight,Brazil,,1.54,41,2.53,51,2.71,100,0,0,0,1,0,1,0,0
22677,Shunichi Shimizu,1985-01-31,66,135,Uruno Dojo,Flyweight,Japan,66,0.14,33,4.68,30,0,0,0,0,0,1,0,1,0,0
22732,Steve Bosse,1981-07-29,71,205,Tristar Gym,Light Heavyweight,Canada,72,5.99,52,5.38,50,0.92,33,100,0,0,1,0,1,0,0
22791,Frank Lester,1984-06-10,71,170,Jackson-Wink MMA,Welterweight,United States,,2.18,36,3.82,53,0,0,0,0,0,1,0,1,0,0
6541,Ross Pointon,1980-02-18,68,205,,Light Heavyweight,England,,,,,,,,,,0,2,0,2,0,0
22873,Quinn Mulhern,1984-09-20,75,155,Jackson-Wink MMA,Lightweight,United States,76,1.48,28,2.09,51,1.36,20,33,0,0,2,0,2,0,0
14266,James Giboo,1978-06-01,71,170,,Welterweight,USA,,,,,,,,,,0,1,0,1,0,0
22955,Chris Tickle,1982-02-01,69,155,Adrenaline MMA,Welterweight,United States,,1.07,40,1.13,43,1,25,20,2,0,1,0,1,0,0
23108,Edgar Garcia,1984-02-22,70,170,Arizona Athletic Club,Welterweight,United States,71,3.16,29,4.23,60,2.21,57,50,0.6,0,4,0,4,0,0
5739,Brian Cobb,1980-09-03,71,155,Team Pain and Suffering,Lightweight,United States,,,,,,,,,,0,1,0,1,0,0
23219,Neil Grove,1971-01-18,78,265,Daigaku Karate Kai London,Heavyweight,England,,0,0,0,0,0,0,100,14.3,0,1,0,1,0,0
23271,Jorge Lopez,1988-11-21,70,170,Wand Fight Team,Welterweight,United States,,2.47,59,2.57,50,3.5,41,81,0,0,2,0,2,0,0
23326,Razak Al-Hassan,1982-05-14,75,205,Roufusport,Light Heavyweight,United States,,3.27,39,3.14,60,0.65,14,57,0,0,2,0,2,0,0
23437,Alan Omer,1988-09-14,69,145,Stallion Cage,Featherweight,Iraq,71,3.49,55,2.21,64,1.69,42,66,0,0,2,0,2,0,0
23736,Nick Penner,1980-03-26,72,205,Frank Lee's Muay Thai,Light Heavyweight,Canada,77,1.25,30,4.6,38,0,0,40,0,0,2,0,2,0,0
23841,Amilcar Alves,1979-12-13,72,201,Nova Uniao,Light Heavyweight,Brazil,,,,,,,,,,0,2,0,2,0,0
24057,Ricardo Funch,1980-08-14,70,170,Team Link,Welterweight,United States,76,2.61,65,3.57,40,1.24,18,60,0,0,4,0,4,0,0
24217,Rolles Gracie,1978-07-14,76,242,Renzo Gracie Jiu-Jitsu,Heavyweight,Brazil,,2.3,32,3.38,55,2.3,10,0,0,0,1,0,1,0,0
24948,Josh Shockley,1989-11-15,73,155,Duneland Vale Tudo,Lightweight,United States,74,1.4,33,1.75,60,0,0,61,0.8,0,2,0,2,0,0
24952,Estevan Payan,1982-04-03,70,148,Arizona Combat Sports,Lightweight,United States,,,,,,,,,,0,3,0,3,0,0
25320,Eric Wisely,1984-07-25,68,145,Team Conquest,Welterweight,United States,,1.42,47,2.08,56,0,0,27,0.9,0,2,0,2,0,0
25476,Pat Audinwood,1986-04-16,72,155,Team Bombsquad,Lightweight,United States,,1.17,12,4.31,41,0.8,50,0,0,0,2,0,2,0,0
25491,Fernando Bruno,1982-02-24,66,145,Nova Uniao,Featherweight,Brazil,70,1.75,39,1.78,48,2.02,22,56,0.5,0,1,0,1,0,0
25524,Mike Wessel,1977-12-02,72,260,Westside Fight Team,Heavyweight,United States,,1.82,56,6.43,22,6.29,50,0,0,0,1,0,1,0,0
28181,Felipe Olivieri,1985-04-12,69,155,Nova Uniao,Lightweight,Brazil,72,6.68,58,4.6,57,0,0,71,0,0,1,0,1,0,0
28185,Hernani Perpetuo,1985-05-24,72,170,Nova Uniao,Welterweight,Brazil,74,2.73,29,4.37,55,0,0,37,0.5,0,2,0,2,0,0
28286,Nandor Guelmino,1975-12-20,75,230,Gym 23,Heavyweight,Austria,76,3.62,56,3.16,33,0,0,42,0,0,1,0,1,0,0
28788,Stephen Bass,1982-11-14,69,145,Mad House Gym,Featherweight,United States,,4.87,52,5.87,55,0,0,0,0,0,1,0,1,0,0
29111,Bubba Bush,1985-07-24,72,185,Brazos Valley MMA,Middleweight,United States,73,0.63,55,7.01,25,2.82,50,60,0,0,1,0,1,0,0
29129,Steve Lopez,1984-07-30,71,155,Syndicate MMA,Lightweight,United States,,1.39,24,2.69,62,0,0,37,0,0,2,0,2,0,0
30320,Damian Grabowski,1980-05-12,73,241,Lutadores Opole,Heavyweight,Poland,,0.79,33,9.14,50,0,0,0,0,0,1,0,1,0,0
30396,Ulysses Gomez,1983-05-25,65,125,Marc Laimon's Cobra Kai,Flyweight,United States,66,2.72,25,3.57,68,0,0,0,0,0,2,0,2,0,0
30564,Davey Grant,1985-12-18,68,135,North East Top Team,Bantamweight,England,69,3.59,53,1.37,69,1.28,30,64,0,0,1,0,1,0,0
30943,Tommy Hayden,1986-03-11,69,145,Team Jorge Gurgel,Featherweight,United States,72,1.48,27,2.05,55,3.42,33,66,0,0,2,0,2,0,0
31092,Steve Kennedy,1983-03-07,72,170,Kickass MMA,Welterweight,Australia,71,2.28,35,5.52,45,2.51,33,0,0,0,2,0,2,0,0
31110,Lukasz Sajewski,1990-11-27,68,155,Mighty Bulls Team,Lightweight,Poland,71,2.06,35,3.88,57,1.01,25,66,0,0,1,0,1,0,0
31151,Kamal Shalorus,1977-08-27,68,155,Kaizen MMA,Lightweight,"Iran, Islamic Republic of",,,,,,,,,,0,3,0,3,0,0
31897,Rodolfo Rubio Perez,1987-01-29,65,145,Entram Gym,Featherweight,Mexico,,,,,,,,,,0,1,0,1,0,0
32445,Besam Yousef,1985-03-25,71,170,Gladius MMA,Welterweight,Sweden,71,3.14,53,3.98,38,1.33,66,50,0,0,2,0,2,0,0
32446,Mats Nilsson,1983-12-05,73,170,Rumble Sports,Middleweight,Sweden,74,2.99,39,5.62,63,3.87,83,44,2.3,0,2,0,2,0,0
33115,Nazareno Malegarie,1986-05-16,68,155,Team Tavares,Lightweight,Argentina,70,3.87,34,3.27,69,1,33,0,0,0,1,0,1,0,0
33343,Rodney Wallace,1981-11-21,69,205,Team R.O.C. Charlotte,Light Heavyweight,United States,72,1.13,46,3.44,45,6,54,28,1,0,3,0,3,0,0
33523,John Cofer,1984-04-29,69,155,Hardcore Gym,Featherweight,United States,73,2.73,41,3.43,62,1.22,50,64,0,0,2,0,2,0,0
10334,Gilbert Aldana,1977-08-25,73,250,Brausa Academy,Heavyweight,USA,,2.91,54,6.26,26,2.57,40,33,0,0,2,0,2,0,0
34073,Cale Yarbrough,1986-12-27,74,185,Hardcore Gym,Light Heavyweight,United States,,3.16,27,10,72,0,0,0,0,0,1,0,1,0,0
34214,Darrell Montague,1987-11-03,66,125,Millennia MMA,Flyweight,United States,67,1.92,25,5.38,52,0.72,25,33,1.4,0,3,0,3,0,0
34408,Jay Silva,1981-05-25,74,185,MPF Training Systems,Middleweight,United States,,,,,,,,,,0,2,0,2,0,0
34621,Colin Fletcher,1983-01-08,74,155,Unity Gym,Welterweight,England,78,3.1,34,2.97,62,0,0,27,0,0,2,0,2,0,0
35521,Will Campuzano,1986-05-27,69,125,Mohler MMA,Flyweight,United States,70,2.43,31,3.82,57,0.88,45,48,0.2,0,4,0,4,0,0
6943,Kazuhiro Nakamura,1979-07-16,71,205,Yoshida Dojo,Middleweight,Japan,70,1.56,37,1.83,59,1.73,36,42,0.6,0,2,0,2,0,0
36630,Brock Jardine,1985-07-10,71,170,The Pit Elevated Fight Team,Welterweight,United States,73,1.06,30,3.34,56,0,0,14,0.8,0,2,0,2,0,0
36885,Mike Lullo,1979-07-24,68,145,,Featherweight,United States,,2.48,36,4.84,40,1.18,11,0,0.6,0,2,0,2,0,0
41539,Jules Bruchez,1977-08-16,72,205,Gladiator LA,Middleweight,United States,,0.69,50,5.52,46,0,0,0,0,0,1,0,1,0,0
41993,Mehdi Baghdad,1985-04-13,73,155,Black House,Lightweight,France,75,3.13,30,4.56,46,0,0,33,0,0,1,0,1,0,0
42258,Daniel Stittgen,1980-11-17,73,179,Midwest Training Center,Middleweight,United States,,,,,,,,,,0,2,0,2,0,0
42309,Jamie Yager,1983-11-29,74,185,Kings MMA,Welterweight,United States,,3.08,39,2.55,63,0,0,66,0,0,1,0,1,0,0
42419,Chris Indich,1987-04-22,70,170,The Arena MMA,Welterweight,Australia,73,1.31,30,4.32,43,0.75,50,50,1.5,0,2,0,2,0,0
42479,James Hammortree,1983-11-29,75,185,USA Martial Arts,Light Heavyweight,United States,,1.93,30,4.13,44,2,50,100,1,0,1,0,1,0,0
43445,Sheila Gaff,1989-12-29,65,135,Pyranha MMA Offenbach,Strawweight,Germany,62,1.6,50,2.89,28,0,0,20,0,0,2,0,2,0,0
44311,John Teixeira da Conceicao,1986-11-18,67,145,Nova Uniao,Featherweight,Brazil,,,,,,,,,,0,1,0,1,0,0
44417,Brendan Loughnane,1989-05-12,70,155,All Powers Gym,Featherweight,England,71,5,63,3.6,66,0,0,91,0,0,1,0,1,0,0
44602,Leo Kuntz,1983-10-03,70,155,American Top Team,Lightweight,United States,74,1.68,32,3.8,45,1.99,25,33,0.7,0,2,0,2,0,0
44638,Juan Manuel Puig,1989-04-23,69,145,American Kickboxing Academy,Featherweight,Mexico,,,,,,,,,,0,2,0,2,0,0
44957,Jason Knight,1992-07-14,71,145,,Featherweight,United States,71,3.57,35,2.63,51,1.93,36,44,2.5,0,1,0,1,0,0
45430,Caros Fodor,1984-01-07,69,155,AMC Pankration,Lightweight,United States,76,2.76,54,2.83,54,2.1,25,50,0,0,1,0,1,0,0
45607,Tateki Matsuda,1986-02-27,67,125,Team Sityodtong,Flyweight,United States,65,3.2,34,3.43,69,0,0,16,0,0,2,0,2,0,0
45721,Humberto Brown Morrison,1984-11-03,69,145,Alley Cat Fight Team,Featherweight,Panama,,,,,,,,,,0,1,0,1,0,0
46033,Hayder Hassan,1982-10-20,70,170,American Top Team,Welterweight,United States,70,2.11,46,3.16,48,0,0,25,0,0,2,0,2,0,0
46484,Manuel Rodriguez,1985-04-25,69,170,TP Fight Team,Middleweight,El Salvador,68,0.81,33,3.23,38,9.09,75,0,0,0,1,0,1,0,0
46759,Antonio dos Santos Jr.,1988-07-21,70,185,Nordeste Jiu-Jitsu,Middleweight,Brazil,,,,,,,,,,0,2,0,2,0,0
47069,Yuri Villefort,1991-03-23,71,170,Blackzilians,Lightweight,United States,73,3.18,43,5.42,55,2,35,40,0.3,0,2,0,2,0,0
47845,Dominique Steele,1988-01-25,70,170,Team Vision,Welterweight,United States,,,,,,,,,,0,1,0,1,0,0
47991,Collin Hart,1989-10-12,74,185,Nor-Cal Fighting Alliance,Middleweight,United States,76,6.33,44,7.53,51,2,16,50,0,0,1,0,1,0,0
48631,Vinicius Kappke de Queiroz,1983-08-29,79,237,Team Nogueira,Heavyweight,Brazil,,,,,,,,,,0,1,0,1,0,0
6727,K.J. Noons,1982-12-07,71,168,The Arena,Welterweight,United States,,,,,,,,,,2,3,0,5,40,50
49092,Steve Montgomery,1990-12-19,76,185,American Top Team,Welterweight,United States,75,4.85,39,4.12,47,0,0,64,0,0,2,0,2,0,0
50367,Alex Soto,1984-02-15,67,135,KHK MMA Team,Bantamweight,United States,71,2.95,25,5.02,59,2.82,30,0,0,0,2,0,2,0,0
50928,Mike King,1983-08-04,75,185,Buckeye MMA,Middleweight,United States,75,4.44,58,1.29,72,1.75,25,40,3.5,0,1,0,1,0,0
51228,Ryan Couture,1982-08-27,70,155,Xtreme Couture,Lightweight,United States,75,3.54,45,2.87,54,1.55,29,46,1.3,0,2,0,2,0,0
53506,Jessica Rakoczy,1977-04-14,67,115,,Strawweight,Canada,68,2.5,44,3.55,64,0.75,20,0,0.8,0,2,0,2,0,0
53712,Anthony Christodoulou,1987-07-30,69,155,Renzo Gracie Fight Academy,Lightweight,Greece,72,2.19,26,5.9,45,0,0,40,0,0,2,0,2,0,0
54054,Pat Schilling,1988-08-28,68,145,Ambition Training Academy,Featherweight,United States,69,1.87,26,8.24,52,0,0,0,0,0,2,0,2,0,0
54543,Oli Thompson,1980-01-02,73,242,ZT Fight Skool,Light Heavyweight,England,75,2.59,48,5.45,47,0,0,66,0.8,0,2,0,2,0,0
55298,Aaron Phillips,1989-08-05,69,135,Gladiators Academy,Bantamweight,United States,70,1.87,59,3.33,40,0,0,35,0.5,0,2,0,2,0,0
55503,Joey Gambino,1988-10-26,67,145,Team Raging Warriors,Featherweight,United States,,2.47,35,2.53,51,0,0,42,0.8,0,2,0,2,0,0
55705,Marcin Bandel,1989-10-10,70,155,Drysdale Jiu-Jitsu,Lightweight,Poland,70,0.79,50,5.26,23,0,0,0,0,0,2,0,2,0,0
56579,Jesse Ronson,1985-12-24,69,155,Adrenaline Training Center,Lightweight,Canada,70,3.09,46,2.73,59,0.67,40,61,0.3,0,3,0,3,0,0
56615,Paul Redmond,1986-10-20,70,145,Team Ryano MMA,Featherweight,Ireland,70,0.72,34,2.99,41,0,0,50,0,0,1,0,1,0,0
57214,Jake Lindsey,1986-06-21,71,155,Combative Sports Center,Lightweight,United States,71,3.44,52,4.01,46,0.65,33,50,0,0,3,0,3,0,0
8121,Luiz Jorge Dutra Jr.,1982-05-06,71,170,Renovacao Fight Team,Welterweight,Brazil,,,,,,,,,,0,2,0,2,0,0
57322,Andreas Stahl,1988-05-20,71,170,Renyi Fight Camp,Welterweight,Sweden,73,2.83,37,4.74,57,1.55,66,80,0,0,2,0,2,0,0
59769,Brian Houston,1987-04-26,73,185,Disorderly Conduct,Middleweight,United States,,,,,,,,,,0,2,0,2,0,0
60940,James Toney,1968-08-24,70,220,M-1 Global Training Center,Heavyweight,United States,,0,0,2.41,27,0,0,0,0,0,1,0,1,0,0
61422,Andy Enz,1991-08-15,75,185,Gracie Barra Alaska,Middleweight,United States,78,3.51,23,5.32,57,0,0,58,0,0,3,0,3,0,0
61682,Sean Soriano,1989-10-06,69,145,Blackzilians,Featherweight,United States,70,3.15,61,2.31,52,1.27,42,55,0,0,3,0,3,0,0
63272,Mike Jackson,1985-03-22,74,170,4oz. Fight Club,Welterweight,United States,,4,50,2.67,50,0,0,0,0,0,1,0,1,0,0
63414,Yusuke Kasuya,1989-11-16,67,155,Akimoto Dojo Jungle Junction,Lightweight,Japan,67,2.17,44,4.34,48,1.36,33,0,0,0,1,0,1,0,0
63422,Albert Cheng,1985-02-07,71,170,Xtreme Couture Toronto,Lightweight,Canada,,1,41,2.6,71,0,0,0,0,0,1,0,1,0,0
63825,Elizeu Zaleski dos Santos,1986-12-11,71,170,CM System,Welterweight,Brazil,73,3.79,41,2.35,66,0.35,16,39,1.1,0,1,0,1,0,0
63897,Joseph Sandoval,1986-05-11,66,135,Bighead MMA,Bantamweight,United States,,1.82,42,12.12,60,0,0,0,0,0,2,0,2,0,0
64716,Yoislandy Izquierdo,1984-01-09,70,155,Young Tigers,Lightweight,Cuba,,2.93,52,1.4,26,0,0,50,0,0,2,0,2,0,0
64754,Matt Van Buren,1986-06-12,77,205,American Top Team,Light Heavyweight,United States,76,7.73,45,6.82,49,0,0,50,0,0,2,0,2,0,0
64975,Joey Gomez,1986-07-21,68,135,Team Triumph,Bantamweight,United States,73,2.44,28,4.46,55,0.62,100,50,0,0,1,0,1,0,0
65128,Gilbert Smith,1981-10-19,69,185,Team Victory,Welterweight,United States,75,1.09,41,2.73,35,3.51,60,0,1.2,0,1,0,1,0,0
68751,Kurt Holobaugh,1986-09-08,71,145,Gracie United,Featherweight,United States,70,2.3,42,2.4,56,0.5,50,60,1.5,0,1,0,1,0,0
68957,Jocelyn Jones-Lybarger,1985-10-04,67,115,MMA Lab,Strawweight,United States,64,2.96,31,4.83,56,0.34,25,81,0,0,1,0,1,0,0
68959,Emily Kagan,1981-07-14,63,115,Jackson-Wink MMA,Strawweight,United States,,,,,,,,,,0,2,0,2,0,0
68971,Dominic Waters,1989-04-11,73,170,Jackson-Wink MMA,Welterweight,United States,79,0.48,23,2.53,39,4.07,52,28,0,0,2,0,2,0,0
69087,Will Chope,1990-09-08,76,145,Juggernaut Fight Club,Lightweight,United States,76,4.43,27,9.93,46,0,0,0,0,0,1,0,1,0,0
69632,Nina Ansaroff,1985-12-03,65,115,American Top Team,Strawweight,United States,64,3.73,50,2.61,53,0.69,50,73,1.4,0,2,0,2,0,0
69956,Adam Cella,1985-06-26,74,170,Finney's HIT Squad,Welterweight,United States,78,1.91,42,2.61,51,3.92,75,50,1.3,0,1,0,1,0,0
70452,C.J. Keith,1986-08-09,72,155,Pro Buhawe,Lightweight,United States,,,,,,,,,,0,2,0,2,0,0
70795,Tina Lahdemaki,1988-05-28,62,115,RNC Sport Club,Strawweight,Finland,62,1.93,20,4.67,57,0,0,16,0,0,1,0,1,0,0
71175,Azamat Gashimov,1990-04-07,69,125,Jackson-Wink MMA,Bantamweight,Russia,66,1.24,21,4.75,53,1.69,25,0,0,0,2,0,2,0,0
72046,Walt Harris,1983-06-10,76,250,American Top Team,Heavyweight,United States,77,2.62,36,3.08,62,0,0,80,0.3,0,3,0,3,0,0
20447,Ronys Torres,1986-08-13,68,155,Nova Uniao,Lightweight,Brazil,,,,,,,,,,0,2,0,2,0,0
72084,Nolan Ticman,1988-05-17,66,125,Kings MMA,Flyweight,United States,69,2.57,47,2.53,67,0,0,60,0,0,2,0,2,0,0
72825,Richardson Moreira,1984-03-31,74,185,Team Nogueira,Light Heavyweight,Brazil,72,1.17,28,1.83,67,0,0,100,0,0,2,0,2,0,0
73700,Artem Lobov,1986-11-08,69,145,SBG Ireland,Featherweight,Ireland,65,2.67,40,3.18,58,0.25,50,73,0,0,2,0,2,0,0
73825,Dustin Jacoby,1988-04-04,76,185,Finney's HIT Squad,Middleweight,United States,78,1.5,25,2.65,61,0,0,28,0,0,2,0,2,0,0
75537,Josh Copeland,1982-10-20,73,265,Grudge Training Center,Heavyweight,United States,75,1.03,31,3.01,55,0,0,57,0,0,2,0,2,0,0
75842,Ruan Potts,1978-02-23,74,247,Mark Robinson MMA,Heavyweight,South Africa,75,0.85,37,5.92,22,0.75,16,33,2.3,0,3,0,3,0,0
81136,Rodrigo Goiana de Lima,1991-03-03,69,155,Coalizao Fight Team,Lightweight,Brazil,,,,,,,,,,0,2,0,2,0,0
81585,Roger Zapata,1986-05-09,71,170,Bruno Tostes BJJ,Welterweight,United States,74,2.6,51,2.13,36,0,0,81,1.4,0,1,0,1,0,0
81634,Jonavin Webb,1989-04-28,69,170,Renzo Gracie Philly,Welterweight,United States,71,1.47,30,2.27,64,2.5,31,40,1,0,2,0,2,0,0
83243,Daniel Jolly,1984-09-03,73,205,Rubicon Fightsport,Light Heavyweight,United States,75,1.07,35,4.81,15,0,0,25,0,0,1,0,1,0,0
83505,Jumabieke Tuerxun,1986-04-17,66,135,Xian Sports University,Bantamweight,China,67,1.6,28,3.08,59,0.47,11,66,0.9,0,3,0,3,0,0
83949,Jack May,1981-04-14,80,255,CSW,Heavyweight,United States,79,1.52,38,3.29,33,0.91,33,20,0,0,2,0,2,0,0
84278,Lewis Gonzalez,1987-09-19,70,170,MMAGOLD Fight Team,Middleweight,United States,73,1.4,37,1.87,41,2,33,62,0,0,1,0,1,0,0
238,Joe Slick,1977-10-17,72,199,,Light Heavyweight,USA,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11950,Ron Stallings,1983-02-25,72,185,Team Lloyd Irvin,Middleweight,United States,,,,,,,,,,1,2,0,3,33,0
84645,Cain Carrizosa,1986-07-22,68,155,Elite Team,Lightweight,United States,74,2.72,42,5.8,51,0,0,14,0,0,2,0,2,0,0
84661,Jimmy Quinlan,1986-05-25,72,185,Mass BJJ,Middleweight,United States,72,2.08,70,5.94,16,4.46,25,0,0,0,1,0,1,0,0
84854,Rocky Lee,1987-04-08,69,145,AKA Thailand,Featherweight,Taiwan,68,2.47,51,5.33,44,1,10,33,0,0,1,0,1,0,0
85623,Marcin Wrzosek,1987-10-14,69,155,Gracie Barra Lodz,Featherweight,Poland,,3.47,43,4.07,43,3,25,33,0,0,1,0,1,0,0
86246,Kyle Bochniak,1987-02-05,69,145,Broadway Jiu-Jitsu,Featherweight,United States,70,3.1,34,4.9,62,1,25,88,0,0,1,0,1,0,0
86294,Anton Zafir,1987-05-10,71,170,Whitsunday Martial Arts,Welterweight,Australia,72,2.99,64,2.31,52,6.11,60,0,0,0,1,0,1,0,0
86920,Damian Stasiak,1990-02-20,68,135,United Gym,Featherweight,Poland,70,0.86,40,1.76,52,3.48,53,0,1.5,0,1,0,1,0,0
87296,Mike Rhodes,1989-12-04,73,170,Roufusport,Welterweight,United States,74,3.2,39,4.13,64,0.96,33,75,0.5,0,3,0,3,0,0
